,playerID,year,tmID,lgID,pos,GP,G,A,Pts,PIM,+/-,PPG,SHG,PostGP,PostG,PostA,PostPts,PostPIM,PostPPG,PostSHG,HOF,name
32963,pilonri01,1994,NYI,NHL,D,20.0,1.0,1.0,2.0,40.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32964,pilonri01,1995,NYI,NHL,D,27.0,0.0,3.0,3.0,72.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32965,pilonri01,1996,NYI,NHL,D,52.0,1.0,4.0,5.0,179.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32966,pilonri01,1997,NYI,NHL,D,76.0,0.0,7.0,7.0,291.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32967,pilonri01,1998,NYI,NHL,D,52.0,0.0,4.0,4.0,88.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
32968,pilonri01,1999,NYI,NHL,D,9.0,0.0,2.0,2.0,34.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich Pilon
33118,plantda01,1993,NYI,NHL,R,12.0,0.0,1.0,1.0,4.0,-2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,Dan Plante
33119,plantda01,1995,NYI,NHL,L,73.0,5.0,3.0,8.0,50.0,-22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Plante
33120,plantda01,1996,NYI,NHL,R,67.0,4.0,9.0,13.0,75.0,-6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Plante
33121,plantda01,1997,NYI,NHL,R,7.0,0.0,1.0,1.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Plante
33267,pockth01,2008,NYI,NHL,D,59.0,1.0,2.0,3.0,35.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thomas Pock
33305,podolja01,2001,NYI,NHL,R,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Podollan
33492,potito01,2006,NYI,NHL,D,78.0,6.0,38.0,44.0,74.0,-1.0,6.0,0.0,5.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,Tom Poti
33511,potvide01,1973,NYI,NHL,D,77.0,17.0,37.0,54.0,175.0,-16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Denis Potvin
33512,potvide01,1974,NYI,NHL,D,79.0,21.0,55.0,76.0,105.0,28.0,5.0,2.0,17.0,5.0,9.0,14.0,30.0,3.0,1.0,1.0,Denis Potvin
33513,potvide01,1975,NYI,NHL,D,78.0,31.0,67.0,98.0,100.0,12.0,18.0,0.0,13.0,5.0,14.0,19.0,32.0,2.0,0.0,1.0,Denis Potvin
33514,potvide01,1976,NYI,NHL,D,80.0,25.0,55.0,80.0,103.0,42.0,7.0,1.0,12.0,6.0,4.0,10.0,20.0,2.0,0.0,1.0,Denis Potvin
33515,potvide01,1977,NYI,NHL,D,80.0,30.0,64.0,94.0,81.0,57.0,9.0,0.0,7.0,2.0,2.0,4.0,6.0,0.0,0.0,1.0,Denis Potvin
33516,potvide01,1978,NYI,NHL,D,73.0,31.0,70.0,101.0,58.0,71.0,12.0,3.0,10.0,4.0,7.0,11.0,8.0,0.0,0.0,1.0,Denis Potvin
33517,potvide01,1979,NYI,NHL,D,31.0,8.0,33.0,41.0,44.0,13.0,4.0,0.0,21.0,6.0,13.0,19.0,24.0,4.0,0.0,1.0,Denis Potvin
33518,potvide01,1980,NYI,NHL,D,74.0,20.0,56.0,76.0,104.0,38.0,9.0,0.0,18.0,8.0,17.0,25.0,16.0,6.0,1.0,1.0,Denis Potvin
33519,potvide01,1981,NYI,NHL,D,60.0,24.0,37.0,61.0,83.0,38.0,11.0,1.0,19.0,5.0,16.0,21.0,30.0,3.0,0.0,1.0,Denis Potvin
33520,potvide01,1982,NYI,NHL,D,69.0,12.0,54.0,66.0,60.0,32.0,4.0,1.0,20.0,8.0,12.0,20.0,22.0,4.0,0.0,1.0,Denis Potvin
33521,potvide01,1983,NYI,NHL,D,78.0,22.0,63.0,85.0,87.0,55.0,11.0,1.0,20.0,1.0,5.0,6.0,28.0,1.0,0.0,1.0,Denis Potvin
33522,potvide01,1984,NYI,NHL,D,77.0,17.0,51.0,68.0,96.0,36.0,6.0,0.0,10.0,3.0,2.0,5.0,10.0,1.0,0.0,1.0,Denis Potvin
33523,potvide01,1985,NYI,NHL,D,74.0,21.0,38.0,59.0,78.0,34.0,8.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Denis Potvin
33524,potvide01,1986,NYI,NHL,D,58.0,12.0,30.0,42.0,70.0,-6.0,8.0,0.0,10.0,2.0,2.0,4.0,21.0,1.0,0.0,1.0,Denis Potvin
33525,potvide01,1987,NYI,NHL,D,72.0,19.0,32.0,51.0,112.0,26.0,9.0,0.0,5.0,1.0,4.0,5.0,6.0,1.0,0.0,1.0,Denis Potvin
33534,potvife01,1998,NYI,NHL,G,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Felix Potvin
33535,potvife01,1999,NYI,NHL,G,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Felix Potvin
33546,potvije01,1972,NYI,NHL,D,10.0,0.0,3.0,3.0,12.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean Potvin
33547,potvije01,1973,NYI,NHL,D,78.0,5.0,23.0,28.0,100.0,-26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean Potvin
33548,potvije01,1974,NYI,NHL,D,73.0,9.0,24.0,33.0,59.0,-3.0,6.0,1.0,15.0,2.0,4.0,6.0,9.0,0.0,0.0,0.0,Jean Potvin
33549,potvije01,1975,NYI,NHL,D,78.0,17.0,55.0,72.0,74.0,16.0,9.0,1.0,13.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Jean Potvin
33550,potvije01,1976,NYI,NHL,D,79.0,10.0,36.0,46.0,26.0,14.0,1.0,1.0,11.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0,Jean Potvin
33551,potvije01,1977,NYI,NHL,D,34.0,1.0,10.0,11.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean Potvin
33554,potvije01,1979,NYI,NHL,D,32.0,2.0,13.0,15.0,26.0,-12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean Potvin
33555,potvije01,1980,NYI,NHL,D,18.0,2.0,3.0,5.0,25.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jean Potvin
33589,poulike01,2010,NYI,NHL,G,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Poulin
33590,poulike01,2011,NYI,NHL,G,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kevin Poulin
33783,pricepa01,1975,NYI,NHL,D,4.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pat Price
33784,pricepa01,1976,NYI,NHL,D,71.0,3.0,22.0,25.0,25.0,26.0,2.0,0.0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Pat Price
33785,pricepa01,1977,NYI,NHL,D,52.0,2.0,10.0,12.0,27.0,25.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Pat Price
33786,pricepa01,1978,NYI,NHL,D,55.0,3.0,11.0,14.0,50.0,18.0,0.0,0.0,7.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,Pat Price
34059,pryorch01,1987,NYI,NHL,D,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Pryor
34060,pryorch01,1988,NYI,NHL,D,7.0,0.0,0.0,0.0,25.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Pryor
34061,pryorch01,1989,NYI,NHL,D,10.0,0.0,0.0,0.0,24.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Pryor
34092,pulkkda01,1972,NYI,NHL,D,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave Pulkkinen
34159,pyattta01,2000,NYI,NHL,L,78.0,4.0,14.0,18.0,39.0,-17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Taylor Pyatt
34264,quintde01,2006,NYI,NHL,D,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deron Quint
34359,rakhsrh01,2010,NYI,NHL,R,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rhett Rakhshani
34360,rakhsrh01,2011,NYI,NHL,R,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rhett Rakhshani
34642,reasoma01,2011,NYI,NHL,C,61.0,1.0,5.0,6.0,34.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marty Reasoner
34696,rechljo01,2008,NYI,NHL,R,17.0,0.0,1.0,1.0,68.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joel Rechlicz
34697,rechljo01,2009,NYI,NHL,R,6.0,0.0,0.0,0.0,27.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joel Rechlicz
34773,reekijo01,1989,NYI,NHL,D,31.0,1.0,8.0,9.0,43.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Reekie
34774,reekijo01,1990,NYI,NHL,D,66.0,3.0,16.0,19.0,96.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Reekie
34775,reekijo01,1991,NYI,NHL,D,54.0,4.0,12.0,16.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Reekie
34788,reesedy01,2009,NYI,NHL,D,19.0,2.0,2.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dylan Reese
34789,reesedy01,2010,NYI,NHL,D,27.0,0.0,6.0,6.0,15.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dylan Reese
34790,reesedy01,2011,NYI,NHL,D,28.0,1.0,6.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dylan Reese
34829,regieda01,1982,NYI,NHL,D,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darcy Regier
34830,regieda01,1983,NYI,NHL,D,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darcy Regier
34831,regiest01,2005,NYI,NHL,L,9.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Regier
34832,regiest01,2006,NYI,NHL,L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Regier
34833,regiest01,2007,NYI,NHL,L,8.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve Regier
34860,reichro01,1996,NYI,NHL,C,12.0,5.0,14.0,19.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Reichel
34861,reichro01,1997,NYI,NHL,C,82.0,25.0,40.0,65.0,32.0,-11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Reichel
34862,reichro01,1998,NYI,NHL,C,70.0,19.0,37.0,56.0,50.0,-15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Reichel
35000,reschgl01,1973,NYI,NHL,G,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenn Resch
35001,reschgl01,1974,NYI,NHL,G,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Glenn Resch
35002,reschgl01,1975,NYI,NHL,G,44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenn Resch
35003,reschgl01,1976,NYI,NHL,G,46.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenn Resch
35004,reschgl01,1977,NYI,NHL,G,45.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenn Resch
35005,reschgl01,1978,NYI,NHL,G,43.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenn Resch
35006,reschgl01,1979,NYI,NHL,G,45.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenn Resch
35007,reschgl01,1980,NYI,NHL,G,32.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Glenn Resch
35256,richtba01,1998,NYI,NHL,D,72.0,6.0,18.0,24.0,34.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barry Richter
35462,riverja01,1999,NYI,NHL,D,75.0,1.0,16.0,17.0,84.0,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jamie Rivers
35788,robitra01,2002,NYI,NHL,C,10.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,Randy Robitaille
35792,robitra01,2006,NYI,NHL,C,50.0,6.0,17.0,23.0,22.0,-2.0,1.0,0.0,5.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,Randy Robitaille
35799,rocheda02,2001,NYI,NHL,L,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave Roche
35959,rolosdw01,2009,NYI,NHL,G,50.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dwayne Roloson
35960,rolosdw01,2010,NYI,NHL,G,20.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dwayne Roloson
35981,rolstbr01,2011,NYI,NHL,C,49.0,4.0,5.0,9.0,6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Rolston
36004,rombodo01,1973,NYI,NHL,C,12.0,3.0,1.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug Rombough
36005,rombodo01,1974,NYI,NHL,C,28.0,5.0,6.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug Rombough
36062,ronnicl01,2003,NYI,NHL,C,40.0,9.0,15.0,24.0,2.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cliff Ronning
36163,rourkal01,2005,NYI,NHL,D,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allan Rourke
36164,rourkal01,2006,NYI,NHL,D,11.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Allan Rourke
36645,saccojo01,1997,NYI,NHL,L,25.0,3.0,3.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Sacco
36646,saccojo01,1998,NYI,NHL,R,73.0,3.0,0.0,3.0,45.0,-24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Sacco
36753,saloto01,1994,NYI,NHL,G,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Salo
36754,saloto01,1995,NYI,NHL,G,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Salo
36755,saloto01,1996,NYI,NHL,G,58.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Salo
36756,saloto01,1997,NYI,NHL,G,62.0,0.0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Salo
36757,saloto01,1998,NYI,NHL,G,51.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tommy Salo
36778,salvida01,1976,NYI,NHL,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,Dave Salvian
37034,satanmi01,2005,NYI,NHL,R,82.0,35.0,31.0,66.0,54.0,-8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miroslav Satan
37035,satanmi01,2006,NYI,NHL,R,81.0,27.0,32.0,59.0,46.0,-12.0,7.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,Miroslav Satan
37036,satanmi01,2007,NYI,NHL,R,80.0,16.0,25.0,41.0,39.0,-11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miroslav Satan
37229,scatcda01,1999,NYI,NHL,C,44.0,12.0,14.0,26.0,93.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave Scatchard
37230,scatcda01,2000,NYI,NHL,C,81.0,21.0,24.0,45.0,114.0,-9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dave Scatchard
37231,scatcda01,2001,NYI,NHL,R,80.0,12.0,15.0,27.0,111.0,-4.0,3.0,1.0,7.0,1.0,1.0,2.0,22.0,0.0,0.0,0.0,Dave Scatchard
37232,scatcda01,2002,NYI,NHL,R,81.0,27.0,18.0,45.0,108.0,9.0,5.0,0.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,Dave Scatchard
37233,scatcda01,2003,NYI,NHL,C,61.0,9.0,16.0,25.0,78.0,12.0,1.0,1.0,5.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,Dave Scatchard
37370,schnema01,1994,NYI,NHL,D,13.0,3.0,6.0,9.0,30.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathieu Schneider
37371,schnema01,1995,NYI,NHL,D,65.0,11.0,36.0,47.0,93.0,-18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathieu Schneider
37432,schrero01,2009,NYI,NHL,C,44.0,7.0,18.0,25.0,8.0,-4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rob Schremp
37433,schrero01,2010,NYI,NHL,C,45.0,10.0,12.0,22.0,12.0,-19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rob Schremp
37484,schulra01,1997,NYI,NHL,D,13.0,0.0,1.0,1.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Schultz
37485,schulra01,1998,NYI,NHL,D,4.0,0.0,0.0,0.0,7.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Schultz
37486,schulra01,1999,NYI,NHL,D,9.0,0.0,1.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Schultz
37487,schulra01,2000,NYI,NHL,D,13.0,0.0,2.0,2.0,40.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Schultz
37488,schulra01,2001,NYI,NHL,D,2.0,0.0,0.0,0.0,5.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Ray Schultz
37489,schulra01,2002,NYI,NHL,D,4.0,0.0,0.0,0.0,28.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ray Schultz
37511,scisssc01,1990,NYI,NHL,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Scissons
37512,scisssc01,1992,NYI,NHL,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Scissons
37513,scisssc01,1993,NYI,NHL,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott Scissons
37769,semakal01,1995,NYI,NHL,C,69.0,20.0,14.0,34.0,68.0,-4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alexander Semak
37846,severbr01,1994,NYI,NHL,D,19.0,1.0,3.0,4.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brent Severyn
37847,severbr01,1995,NYI,NHL,D,65.0,1.0,8.0,9.0,180.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brent Severyn
38386,sillimi01,2006,NYI,NHL,C,82.0,26.0,33.0,59.0,46.0,5.0,11.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,Mike Sillinger
38387,sillimi01,2007,NYI,NHL,C,52.0,14.0,12.0,26.0,28.0,-10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Sillinger
38388,sillimi01,2008,NYI,NHL,C,7.0,2.0,0.0,2.0,0.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Sillinger
38420,simjo01,2007,NYI,NHL,L,2.0,0.0,1.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jon Sim
38421,simjo01,2008,NYI,NHL,L,49.0,9.0,6.0,15.0,42.0,-12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jon Sim
38422,simjo01,2009,NYI,NHL,L,77.0,13.0,9.0,22.0,44.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jon Sim
38423,simjo01,2010,NYI,NHL,L,34.0,1.0,3.0,4.0,22.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jon Sim
38481,simonch01,2006,NYI,NHL,L,67.0,10.0,17.0,27.0,75.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Simon
38482,simonch01,2007,NYI,NHL,L,28.0,1.0,2.0,3.0,43.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Simon
38492,simonja01,1993,NYI,NHL,L,4.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jason Simon
38567,simssh01,2010,NYI,NHL,D,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shane Sims
38671,skinnbr01,2008,NYI,NHL,D,11.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brett Skinner
38938,smithbi01,1972,NYI,NHL,G,37.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Billy Smith
38939,smithbi01,1973,NYI,NHL,G,46.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Billy Smith
38940,smithbi01,1974,NYI,NHL,G,58.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,Billy Smith
38941,smithbi01,1975,NYI,NHL,G,39.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,Billy Smith
38942,smithbi01,1976,NYI,NHL,G,36.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,Billy Smith
38943,smithbi01,1977,NYI,NHL,G,38.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,Billy Smith
38944,smithbi01,1978,NYI,NHL,G,40.0,0.0,2.0,2.0,54.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Billy Smith
38945,smithbi01,1979,NYI,NHL,G,38.0,1.0,0.0,1.0,39.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,Billy Smith
38946,smithbi01,1980,NYI,NHL,G,41.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,Billy Smith
38947,smithbi01,1981,NYI,NHL,G,46.0,0.0,1.0,1.0,24.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,Billy Smith
38948,smithbi01,1982,NYI,NHL,G,41.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,17.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,Billy Smith
38949,smithbi01,1983,NYI,NHL,G,42.0,0.0,2.0,2.0,23.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,Billy Smith
38950,smithbi01,1984,NYI,NHL,G,37.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,Billy Smith
38951,smithbi01,1985,NYI,NHL,G,41.0,0.0,3.0,3.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Billy Smith
