,year,lgID,tmID,G,W,L,T,OTL,Pts,GF,GA,name,PIM,PPG,PPC,SHA,PKG,PKC,SHF,post_G,post_W,post_L,post_T,post_GF,post_GA,post_PIM,post_PPG,post_PKG,SC_champs
705,2000,NHL,NJD,82,48,19,12.0,3.0,111,295,195,New Jersey Devils,1235.0,71.0,310.0,6.0,49.0,320.0,9.0,25.0,15.0,10.0,0.0,69.0,52.0,334.0,16.0,17.0,0.0
706,2000,NHL,NYI,82,21,51,7.0,3.0,52,185,268,New York Islanders,1339.0,51.0,386.0,14.0,79.0,445.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,2000,NHL,NYR,82,33,43,5.0,1.0,72,250,290,New York Rangers,1522.0,65.0,363.0,12.0,86.0,400.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,2000,NHL,OTT,82,48,21,9.0,4.0,109,274,205,Ottawa Senators,1062.0,71.0,381.0,5.0,49.0,361.0,10.0,4.0,0.0,4.0,0.0,3.0,10.0,48.0,0.0,3.0,0.0
709,2000,NHL,PHI,82,43,25,11.0,3.0,100,240,207,Philadelphia Flyers,1183.0,55.0,350.0,9.0,55.0,314.0,11.0,6.0,2.0,4.0,0.0,13.0,21.0,74.0,4.0,6.0,0.0
710,2000,NHL,PHO,82,35,27,17.0,3.0,90,214,212,Phoenix Coyotes,1337.0,57.0,343.0,6.0,64.0,432.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,2000,NHL,PIT,82,42,28,9.0,3.0,96,281,256,Pittsburgh Penguins,1585.0,76.0,375.0,11.0,78.0,405.0,7.0,18.0,9.0,9.0,0.0,38.0,44.0,214.0,11.0,16.0,0.0
712,2000,NHL,SJS,82,40,27,12.0,3.0,95,217,192,San Jose Sharks,1364.0,57.0,406.0,10.0,61.0,441.0,8.0,6.0,2.0,4.0,0.0,11.0,16.0,88.0,0.0,5.0,0.0
713,2000,NHL,STL,82,43,22,12.0,5.0,103,249,195,St. Louis Blues,1345.0,72.0,385.0,7.0,57.0,389.0,15.0,15.0,9.0,6.0,0.0,40.0,34.0,183.0,9.0,8.0,0.0
714,2000,NHL,TBL,82,24,47,6.0,5.0,59,201,280,Tampa Bay Lightning,1404.0,53.0,424.0,11.0,72.0,422.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,2000,NHL,TOR,82,37,29,11.0,5.0,90,232,207,Toronto Maple Leafs,1430.0,57.0,355.0,9.0,55.0,366.0,2.0,11.0,7.0,4.0,0.0,28.0,24.0,146.0,9.0,6.0,0.0
716,2000,NHL,VAN,82,36,28,11.0,7.0,90,239,238,Vancouver Canucks,1113.0,71.0,416.0,11.0,74.0,387.0,12.0,4.0,0.0,4.0,0.0,9.0,16.0,50.0,4.0,5.0,0.0
717,2000,NHL,WAS,82,41,27,10.0,4.0,96,233,211,Washington Capitals,1141.0,75.0,353.0,7.0,62.0,391.0,6.0,6.0,2.0,4.0,0.0,10.0,14.0,91.0,7.0,5.0,0.0
718,2001,NHL,ANA,82,29,42,8.0,3.0,69,175,198,Mighty Ducks of Anaheim,1254.0,43.0,373.0,9.0,46.0,330.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,2001,NHL,ATL,82,19,47,11.0,5.0,54,187,288,Atlanta Thrashers,1290.0,37.0,306.0,12.0,65.0,358.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,2001,NHL,BOS,82,43,24,6.0,9.0,101,236,201,Boston Bruins,1454.0,39.0,283.0,5.0,45.0,348.0,14.0,6.0,2.0,4.0,0.0,18.0,20.0,106.0,5.0,6.0,0.0
721,2001,NHL,BUF,82,35,35,11.0,1.0,82,213,200,Buffalo Sabres,1217.0,50.0,374.0,6.0,41.0,304.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,2001,NHL,CAL,82,32,35,12.0,3.0,79,201,220,Calgary Flames,1586.0,55.0,364.0,5.0,66.0,356.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,2001,NHL,CAR,82,35,26,16.0,5.0,91,217,217,Carolina Hurricanes,1022.0,63.0,390.0,11.0,54.0,332.0,4.0,23.0,13.0,10.0,0.0,47.0,43.0,263.0,16.0,15.0,0.0
724,2001,NHL,CBS,82,22,47,8.0,5.0,57,164,255,Columbus Blue Jackets,1198.0,50.0,356.0,8.0,52.0,306.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,2001,NHL,CHI,82,41,27,13.0,1.0,96,216,207,Chicago Blackhawks,1234.0,54.0,302.0,2.0,63.0,340.0,4.0,5.0,1.0,4.0,0.0,5.0,13.0,73.0,1.0,5.0,0.0
726,2001,NHL,COL,82,45,28,8.0,1.0,99,212,169,Colorado Avalanche,1007.0,62.0,344.0,7.0,41.0,315.0,7.0,21.0,11.0,10.0,0.0,54.0,56.0,168.0,10.0,9.0,0.0
727,2001,NHL,DAL,82,36,28,13.0,5.0,90,215,213,Dallas Stars,959.0,60.0,350.0,8.0,59.0,319.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,2001,NHL,DET,82,51,17,10.0,4.0,116,251,187,Detroit Red Wings,1053.0,73.0,359.0,7.0,48.0,343.0,9.0,23.0,16.0,7.0,0.0,72.0,47.0,308.0,19.0,14.0,1.0
729,2001,NHL,EDM,82,38,28,12.0,4.0,92,205,182,Edmonton Oilers,1267.0,51.0,333.0,7.0,50.0,348.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,2001,NHL,FLO,82,22,44,10.0,6.0,60,180,250,Florida Panthers,1994.0,50.0,341.0,7.0,76.0,393.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,2001,NHL,LAK,82,40,27,11.0,4.0,95,214,190,Los Angeles Kings,1348.0,73.0,353.0,6.0,49.0,366.0,5.0,7.0,3.0,4.0,0.0,13.0,16.0,72.0,1.0,2.0,0.0
732,2001,NHL,MIN,82,26,35,12.0,9.0,73,195,238,Minnesota Wild,1209.0,55.0,373.0,9.0,62.0,362.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,2001,NHL,MTL,82,36,31,12.0,3.0,87,207,209,Montreal Canadiens,974.0,45.0,301.0,4.0,38.0,276.0,7.0,12.0,6.0,6.0,0.0,32.0,39.0,172.0,9.0,11.0,0.0
734,2001,NHL,NAS,82,28,41,13.0,0.0,69,196,230,Nashville Predators,1071.0,48.0,337.0,8.0,50.0,354.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,2001,NHL,NJD,82,41,28,9.0,4.0,95,205,187,New Jersey Devils,1010.0,44.0,261.0,8.0,43.0,264.0,2.0,6.0,2.0,4.0,0.0,11.0,9.0,52.0,6.0,4.0,0.0
736,2001,NHL,NYI,82,42,28,8.0,4.0,96,239,220,New York Islanders,1255.0,59.0,363.0,10.0,52.0,366.0,17.0,7.0,3.0,4.0,0.0,21.0,22.0,169.0,11.0,5.0,0.0
737,2001,NHL,NYR,82,36,38,4.0,4.0,80,227,258,New York Rangers,1753.0,48.0,326.0,5.0,80.0,398.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,2001,NHL,OTT,82,39,27,9.0,7.0,94,243,208,Ottawa Senators,1347.0,55.0,331.0,5.0,48.0,307.0,11.0,12.0,7.0,5.0,0.0,29.0,18.0,115.0,9.0,6.0,0.0
739,2001,NHL,PHI,82,42,27,10.0,3.0,97,234,192,Philadelphia Flyers,1242.0,39.0,299.0,10.0,40.0,293.0,8.0,5.0,1.0,4.0,0.0,2.0,11.0,75.0,1.0,4.0,0.0
740,2001,NHL,PHO,82,40,27,9.0,6.0,95,228,210,Phoenix Coyotes,1154.0,53.0,341.0,6.0,60.0,356.0,8.0,5.0,1.0,4.0,0.0,7.0,13.0,83.0,1.0,2.0,0.0
741,2001,NHL,PIT,82,28,41,8.0,5.0,69,198,249,Pittsburgh Penguins,1248.0,47.0,335.0,10.0,57.0,352.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,2001,NHL,SJS,82,44,27,8.0,3.0,99,248,199,San Jose Sharks,1249.0,59.0,368.0,6.0,54.0,380.0,15.0,12.0,7.0,5.0,0.0,34.0,32.0,124.0,5.0,5.0,0.0
743,2001,NHL,STL,82,43,27,8.0,4.0,98,227,188,St. Louis Blues,1343.0,62.0,356.0,7.0,56.0,379.0,5.0,10.0,5.0,5.0,0.0,24.0,19.0,150.0,9.0,5.0,0.0
744,2001,NHL,TBL,82,27,40,11.0,4.0,69,178,219,Tampa Bay Lightning,1072.0,46.0,311.0,9.0,40.0,273.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,2001,NHL,TOR,82,43,25,10.0,4.0,100,249,207,Toronto Maple Leafs,1212.0,54.0,349.0,6.0,51.0,328.0,9.0,20.0,10.0,10.0,0.0,44.0,49.0,389.0,13.0,20.0,0.0
746,2001,NHL,VAN,82,42,30,7.0,3.0,94,254,211,Vancouver Canucks,1342.0,69.0,372.0,9.0,57.0,379.0,3.0,6.0,2.0,4.0,0.0,16.0,22.0,62.0,4.0,7.0,0.0
747,2001,NHL,WAS,82,36,33,11.0,2.0,85,228,240,Washington Capitals,1043.0,58.0,299.0,8.0,58.0,325.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,2002,NHL,ANA,82,40,27,9.0,6.0,95,203,193,Mighty Ducks of Anaheim,954.0,56.0,348.0,5.0,42.0,333.0,8.0,21.0,15.0,6.0,0.0,45.0,40.0,166.0,8.0,9.0,0.0
749,2002,NHL,ATL,82,31,39,7.0,5.0,74,226,284,Atlanta Thrashers,1253.0,64.0,371.0,14.0,65.0,355.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,2002,NHL,BOS,82,36,31,11.0,4.0,87,245,237,Boston Bruins,1370.0,59.0,325.0,11.0,65.0,375.0,10.0,5.0,1.0,4.0,0.0,8.0,13.0,70.0,3.0,3.0,0.0
751,2002,NHL,BUF,82,27,37,10.0,8.0,72,190,219,Buffalo Sabres,1276.0,51.0,354.0,11.0,53.0,363.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,2002,NHL,CAL,82,29,36,13.0,4.0,75,186,228,Calgary Flames,1391.0,47.0,389.0,10.0,65.0,389.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,2002,NHL,CAR,82,22,43,11.0,6.0,61,171,240,Carolina Hurricanes,1208.0,58.0,420.0,9.0,71.0,392.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,2002,NHL,CBS,82,29,42,8.0,3.0,69,213,263,Columbus Blue Jackets,1505.0,71.0,410.0,9.0,60.0,409.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,2002,NHL,CHI,82,30,33,13.0,6.0,79,207,226,Chicago Blackhawks,1189.0,39.0,308.0,8.0,56.0,369.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,2002,NHL,COL,82,42,19,13.0,8.0,105,251,194,Colorado Avalanche,1084.0,68.0,363.0,6.0,63.0,359.0,5.0,7.0,3.0,4.0,0.0,17.0,16.0,68.0,4.0,7.0,0.0
757,2002,NHL,DAL,82,46,17,15.0,4.0,111,245,169,Dallas Stars,1166.0,62.0,327.0,6.0,50.0,346.0,9.0,12.0,6.0,6.0,0.0,34.0,25.0,176.0,10.0,5.0,0.0
758,2002,NHL,DET,82,48,20,10.0,4.0,110,269,203,Detroit Red Wings,1214.0,76.0,319.0,4.0,55.0,377.0,11.0,4.0,0.0,4.0,0.0,6.0,10.0,36.0,2.0,0.0,0.0
759,2002,NHL,EDM,82,36,26,11.0,9.0,92,231,230,Edmonton Oilers,1203.0,56.0,386.0,8.0,61.0,351.0,13.0,6.0,2.0,4.0,0.0,11.0,20.0,131.0,1.0,7.0,0.0
760,2002,NHL,FLO,82,24,36,13.0,9.0,70,176,237,Florida Panthers,1127.0,49.0,347.0,9.0,66.0,356.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,2002,NHL,LAK,82,33,37,6.0,6.0,78,203,221,Los Angeles Kings,1146.0,52.0,354.0,4.0,62.0,371.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,2002,NHL,MIN,82,42,29,10.0,1.0,95,198,178,Minnesota Wild,1063.0,52.0,366.0,5.0,43.0,308.0,9.0,18.0,8.0,10.0,0.0,43.0,43.0,193.0,16.0,12.0,0.0
763,2002,NHL,MTL,82,30,35,8.0,9.0,77,206,234,Montreal Canadiens,900.0,44.0,315.0,6.0,58.0,317.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,2002,NHL,NAS,82,27,35,13.0,7.0,74,183,206,Nashville Predators,969.0,58.0,418.0,8.0,61.0,353.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,2002,NHL,NJD,82,46,20,10.0,6.0,108,216,166,New Jersey Devils,938.0,36.0,303.0,4.0,32.0,264.0,7.0,24.0,16.0,8.0,0.0,63.0,41.0,214.0,13.0,8.0,1.0
766,2002,NHL,NYI,82,35,34,11.0,2.0,83,224,231,New York Islanders,1244.0,58.0,384.0,5.0,67.0,405.0,12.0,5.0,1.0,4.0,0.0,7.0,13.0,108.0,3.0,4.0,0.0
767,2002,NHL,NYR,82,32,36,10.0,4.0,78,210,231,New York Rangers,1308.0,55.0,339.0,8.0,73.0,388.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,2002,NHL,OTT,82,52,21,8.0,1.0,113,263,182,Ottawa Senators,1135.0,83.0,391.0,8.0,50.0,332.0,4.0,18.0,11.0,7.0,0.0,43.0,34.0,214.0,12.0,6.0,0.0
769,2002,NHL,PHI,82,45,20,13.0,4.0,107,211,166,Philadelphia Flyers,1003.0,47.0,328.0,8.0,50.0,338.0,8.0,13.0,6.0,7.0,0.0,34.0,33.0,152.0,5.0,9.0,0.0
770,2002,NHL,PHO,82,31,35,11.0,5.0,78,204,230,Phoenix Coyotes,1433.0,55.0,385.0,11.0,77.0,412.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,2002,NHL,PIT,82,27,44,6.0,5.0,65,189,255,Pittsburgh Penguins,1125.0,66.0,360.0,10.0,58.0,352.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,2002,NHL,SJS,82,28,37,9.0,8.0,73,214,239,San Jose Sharks,1112.0,68.0,375.0,10.0,68.0,358.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,2002,NHL,STL,82,41,24,11.0,6.0,99,253,222,St. Louis Blues,1618.0,80.0,391.0,7.0,71.0,389.0,11.0,7.0,3.0,4.0,0.0,21.0,17.0,137.0,10.0,7.0,0.0
774,2002,NHL,TBL,82,36,25,16.0,5.0,93,219,210,Tampa Bay Lightning,1079.0,70.0,391.0,5.0,55.0,316.0,6.0,11.0,5.0,6.0,0.0,22.0,29.0,134.0,5.0,9.0,0.0
775,2002,NHL,TOR,82,44,28,7.0,3.0,98,236,208,Toronto Maple Leafs,1390.0,63.0,359.0,7.0,56.0,426.0,11.0,7.0,3.0,4.0,0.0,16.0,24.0,89.0,3.0,5.0,0.0
776,2002,NHL,VAN,82,45,23,13.0,1.0,104,264,208,Vancouver Canucks,1178.0,87.0,419.0,10.0,62.0,389.0,12.0,14.0,7.0,7.0,0.0,34.0,47.0,239.0,13.0,18.0,0.0
777,2002,NHL,WAS,82,39,29,8.0,6.0,92,224,220,Washington Capitals,1268.0,57.0,331.0,4.0,72.0,384.0,8.0,6.0,2.0,4.0,0.0,15.0,14.0,88.0,5.0,4.0,0.0
778,2003,NHL,ANA,82,29,35,10.0,8.0,76,184,213,Mighty Ducks of Anaheim,1131.0,56.0,310.0,4.0,54.0,353.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,2003,NHL,ATL,82,33,37,8.0,4.0,78,214,243,Atlanta Thrashers,1505.0,60.0,410.0,7.0,58.0,391.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,2003,NHL,BOS,82,41,19,15.0,7.0,104,209,188,Boston Bruins,1208.0,48.0,300.0,13.0,55.0,335.0,7.0,7.0,3.0,4.0,0.0,14.0,19.0,72.0,2.0,3.0,0.0
781,2003,NHL,BUF,82,37,34,7.0,4.0,85,220,221,Buffalo Sabres,1289.0,58.0,367.0,9.0,53.0,348.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,2003,NHL,CAL,82,42,30,7.0,3.0,94,200,176,Calgary Flames,1428.0,54.0,357.0,2.0,53.0,346.0,11.0,26.0,15.0,11.0,0.0,60.0,53.0,444.0,15.0,21.0,0.0
783,2003,NHL,CAR,82,28,34,14.0,6.0,76,172,209,Carolina Hurricanes,1102.0,41.0,384.0,9.0,66.0,359.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,2003,NHL,CBS,82,25,45,8.0,4.0,62,177,238,Columbus Blue Jackets,1209.0,58.0,401.0,14.0,50.0,337.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,2003,NHL,CHI,82,20,43,11.0,8.0,59,188,259,Chicago Blackhawks,1318.0,55.0,349.0,14.0,63.0,383.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,2003,NHL,COL,82,40,22,13.0,7.0,100,236,198,Colorado Avalanche,1293.0,74.0,363.0,14.0,58.0,357.0,7.0,11.0,6.0,5.0,0.0,26.0,24.0,154.0,9.0,9.0,0.0
787,2003,NHL,DAL,82,41,26,13.0,2.0,97,194,175,Dallas Stars,1143.0,52.0,328.0,11.0,44.0,311.0,5.0,5.0,1.0,4.0,0.0,10.0,19.0,56.0,4.0,6.0,0.0
788,2003,NHL,DET,82,48,21,11.0,2.0,109,255,189,Detroit Red Wings,966.0,63.0,314.0,5.0,42.0,317.0,15.0,12.0,6.0,6.0,0.0,24.0,20.0,135.0,5.0,2.0,0.0
789,2003,NHL,EDM,82,36,29,12.0,5.0,89,221,208,Edmonton Oilers,1220.0,44.0,338.0,8.0,66.0,350.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,2003,NHL,FLO,82,28,35,15.0,4.0,75,188,221,Florida Panthers,1192.0,52.0,310.0,12.0,51.0,373.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,2003,NHL,LAK,82,28,29,16.0,9.0,81,205,217,Los Angeles Kings,1163.0,50.0,356.0,4.0,65.0,336.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,2003,NHL,MIN,82,30,29,20.0,3.0,83,188,183,Minnesota Wild,1035.0,46.0,339.0,7.0,44.0,285.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,2003,NHL,MTL,82,41,30,7.0,4.0,93,208,192,Montreal Canadiens,1039.0,55.0,319.0,6.0,55.0,314.0,5.0,11.0,4.0,7.0,0.0,24.0,28.0,148.0,5.0,5.0,0.0
794,2003,NHL,NAS,82,38,29,11.0,4.0,91,216,217,Nashville Predators,1360.0,72.0,428.0,8.0,64.0,351.0,14.0,6.0,2.0,4.0,0.0,9.0,12.0,76.0,1.0,2.0,0.0
795,2003,NHL,NJD,82,43,25,12.0,2.0,100,213,164,New Jersey Devils,894.0,51.0,312.0,5.0,39.0,266.0,8.0,5.0,1.0,4.0,0.0,9.0,14.0,28.0,3.0,4.0,0.0
796,2003,NHL,NYI,82,38,29,11.0,4.0,91,237,210,New York Islanders,1168.0,54.0,325.0,5.0,52.0,359.0,11.0,5.0,1.0,4.0,0.0,5.0,12.0,50.0,2.0,2.0,0.0
797,2003,NHL,NYR,82,27,40,7.0,8.0,69,206,250,New York Rangers,1459.0,46.0,322.0,8.0,80.0,388.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,2003,NHL,OTT,82,43,23,10.0,6.0,102,262,189,Ottawa Senators,1270.0,80.0,370.0,8.0,57.0,347.0,6.0,7.0,3.0,4.0,0.0,11.0,14.0,99.0,3.0,4.0,0.0
799,2003,NHL,PHI,82,40,21,15.0,6.0,101,229,186,Philadelphia Flyers,1357.0,65.0,314.0,3.0,58.0,348.0,7.0,18.0,11.0,7.0,0.0,50.0,43.0,272.0,8.0,14.0,0.0
800,2003,NHL,PHO,82,22,36,18.0,6.0,68,188,245,Phoenix Coyotes,1300.0,51.0,358.0,8.0,71.0,398.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,2003,NHL,PIT,82,23,47,8.0,4.0,58,190,303,Pittsburgh Penguins,1270.0,65.0,360.0,15.0,84.0,369.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,2003,NHL,SJS,82,43,21,12.0,6.0,104,219,183,San Jose Sharks,1091.0,56.0,337.0,9.0,47.0,319.0,9.0,17.0,10.0,7.0,0.0,38.0,32.0,216.0,11.0,6.0,0.0
803,2003,NHL,STL,82,39,30,11.0,2.0,91,191,198,St. Louis Blues,1274.0,61.0,341.0,11.0,57.0,369.0,7.0,5.0,1.0,4.0,0.0,9.0,12.0,68.0,1.0,3.0,0.0
804,2003,NHL,TBL,82,46,22,8.0,6.0,106,245,192,Tampa Bay Lightning,985.0,55.0,339.0,4.0,42.0,278.0,15.0,23.0,16.0,7.0,0.0,60.0,43.0,387.0,21.0,11.0,1.0
805,2003,NHL,TOR,82,45,24,10.0,3.0,103,242,204,Toronto Maple Leafs,1452.0,75.0,373.0,8.0,64.0,386.0,8.0,13.0,6.0,7.0,0.0,27.0,28.0,201.0,6.0,6.0,0.0
806,2003,NHL,VAN,82,43,24,10.0,5.0,101,235,194,Vancouver Canucks,1274.0,56.0,376.0,8.0,50.0,360.0,5.0,7.0,3.0,4.0,0.0,16.0,19.0,99.0,8.0,6.0,0.0
807,2003,NHL,WAS,82,23,46,10.0,3.0,59,186,253,Washington Capitals,1282.0,64.0,334.0,5.0,75.0,401.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,2005,NHL,ANA,82,43,27,0.0,12.0,98,254,229,Mighty Ducks of Anaheim,1459.0,87.0,480.0,13.0,84.0,510.0,9.0,16.0,9.0,7.0,0.0,46.0,36.0,267.0,11.0,11.0,0.0
809,2005,NHL,ATL,82,41,33,0.0,8.0,90,281,275,Atlanta Thrashers,1344.0,100.0,527.0,10.0,102.0,492.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,2005,NHL,BOS,82,29,37,0.0,16.0,74,230,266,Boston Bruins,1174.0,62.0,418.0,10.0,78.0,479.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,2005,NHL,BUF,82,52,24,0.0,6.0,110,281,239,Buffalo Sabres,1164.0,101.0,477.0,17.0,59.0,439.0,10.0,18.0,11.0,7.0,0.0,60.0,49.0,220.0,16.0,16.0,0.0
812,2005,NHL,CAL,82,46,25,0.0,11.0,103,218,200,Calgary Flames,1482.0,87.0,478.0,7.0,80.0,508.0,8.0,7.0,3.0,4.0,0.0,16.0,17.0,129.0,6.0,6.0,0.0
813,2005,NHL,CAR,82,52,22,0.0,8.0,112,294,260,Carolina Hurricanes,1125.0,95.0,531.0,13.0,81.0,445.0,17.0,25.0,16.0,9.0,0.0,73.0,60.0,319.0,31.0,20.0,1.0
814,2005,NHL,CBS,82,35,43,0.0,4.0,74,223,279,Columbus Blue Jackets,1416.0,64.0,451.0,8.0,95.0,523.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,2005,NHL,CHI,82,26,43,0.0,13.0,65,211,285,Chicago Blackhawks,1544.0,51.0,417.0,12.0,88.0,547.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,2005,NHL,COL,82,43,30,0.0,9.0,95,283,257,Colorado Avalanche,1178.0,89.0,473.0,12.0,69.0,448.0,11.0,9.0,4.0,5.0,0.0,22.0,31.0,166.0,5.0,7.0,0.0
817,2005,NHL,DAL,82,53,23,0.0,6.0,112,265,218,Dallas Stars,1496.0,88.0,498.0,7.0,82.0,504.0,10.0,5.0,1.0,4.0,0.0,15.0,18.0,64.0,5.0,5.0,0.0
818,2005,NHL,DET,82,58,16,0.0,8.0,124,305,209,Detroit Red Wings,1117.0,102.0,461.0,10.0,67.0,461.0,7.0,6.0,2.0,4.0,0.0,17.0,19.0,84.0,8.0,8.0,0.0
819,2005,NHL,EDM,82,41,28,0.0,13.0,95,256,251,Edmonton Oilers,1204.0,88.0,485.0,5.0,76.0,478.0,15.0,24.0,15.0,9.0,0.0,70.0,61.0,385.0,24.0,22.0,0.0
820,2005,NHL,FLO,82,37,34,0.0,11.0,85,240,257,Florida Panthers,1279.0,63.0,411.0,12.0,91.0,514.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,2005,NHL,LAK,82,42,35,0.0,5.0,89,249,270,Los Angeles Kings,1474.0,77.0,541.0,12.0,104.0,489.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,2005,NHL,MIN,82,38,36,0.0,8.0,84,231,215,Minnesota Wild,1209.0,77.0,454.0,7.0,55.0,436.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,2005,NHL,MTL,82,42,31,0.0,9.0,93,243,247,Montreal Canadiens,1336.0,89.0,463.0,6.0,91.0,481.0,10.0,6.0,2.0,4.0,0.0,17.0,15.0,68.0,6.0,6.0,0.0
824,2005,NHL,NAS,82,49,25,0.0,8.0,106,259,227,Nashville Predators,1533.0,94.0,512.0,13.0,82.0,533.0,12.0,5.0,1.0,4.0,0.0,10.0,17.0,88.0,6.0,9.0,0.0
825,2005,NHL,NJD,82,46,27,0.0,9.0,101,242,229,New Jersey Devils,948.0,78.0,441.0,6.0,63.0,349.0,3.0,9.0,5.0,4.0,0.0,27.0,21.0,140.0,11.0,11.0,0.0
826,2005,NHL,NYI,82,36,40,0.0,6.0,78,230,278,New York Islanders,1266.0,76.0,450.0,15.0,99.0,476.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,2005,NHL,NYR,82,44,26,0.0,12.0,100,257,215,New York Rangers,1194.0,83.0,442.0,9.0,79.0,486.0,4.0,4.0,0.0,4.0,0.0,4.0,17.0,71.0,2.0,8.0,0.0
828,2005,NHL,OTT,82,52,21,0.0,9.0,113,314,211,Ottawa Senators,1462.0,102.0,490.0,11.0,73.0,476.0,25.0,10.0,5.0,5.0,0.0,36.0,29.0,164.0,14.0,7.0,0.0
