,playerID,year,tmID,lgID,GP,Min,W,L,T/OL,SHO,GA,PostGP,PostMin,PostW,PostL,PostT,PostSHO,PostGA,firstName,lastName,HOF
1080,esposto01,1978,CHI,NHL,63.0,3780.0,24.0,28.0,11.0,4.0,206.0,4.0,243.0,0.0,4.0,0.0,0.0,14.0,Tony,Esposito,1.0
1081,esposto01,1979,CHI,NHL,69.0,4140.0,31.0,22.0,16.0,6.0,205.0,6.0,373.0,3.0,3.0,0.0,0.0,14.0,Tony,Esposito,1.0
1082,esposto01,1980,CHI,NHL,66.0,3935.0,29.0,23.0,14.0,0.0,246.0,3.0,215.0,0.0,3.0,0.0,0.0,15.0,Tony,Esposito,1.0
1083,esposto01,1981,CHI,NHL,52.0,3069.0,19.0,25.0,8.0,1.0,231.0,7.0,381.0,3.0,3.0,0.0,1.0,16.0,Tony,Esposito,1.0
1084,esposto01,1982,CHI,NHL,39.0,2340.0,23.0,11.0,5.0,1.0,135.0,5.0,311.0,3.0,2.0,0.0,0.0,18.0,Tony,Esposito,1.0
1085,esposto01,1983,CHI,NHL,18.0,1095.0,5.0,10.0,3.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tony,Esposito,1.0
1086,essenbo01,1988,WIN,NHL,20.0,1102.0,6.0,8.0,3.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Essensa,0.0
1087,essenbo01,1989,WIN,NHL,36.0,2035.0,18.0,9.0,5.0,1.0,107.0,4.0,206.0,2.0,1.0,0.0,0.0,12.0,Bob,Essensa,0.0
1088,essenbo01,1990,WIN,NHL,55.0,2916.0,19.0,24.0,6.0,4.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Essensa,0.0
1089,essenbo01,1991,WIN,NHL,47.0,2627.0,21.0,17.0,6.0,5.0,126.0,1.0,33.0,0.0,0.0,0.0,0.0,3.0,Bob,Essensa,0.0
1090,essenbo01,1992,WIN,NHL,67.0,3855.0,33.0,26.0,6.0,2.0,227.0,6.0,367.0,2.0,4.0,0.0,0.0,20.0,Bob,Essensa,0.0
1091,essenbo01,1993,WIN,NHL,56.0,3136.0,19.0,30.0,6.0,1.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Essensa,0.0
1092,essenbo01,1993,DET,NHL,13.0,778.0,4.0,7.0,2.0,1.0,34.0,2.0,109.0,0.0,2.0,0.0,0.0,9.0,Bob,Essensa,0.0
1093,essenbo01,1996,EDM,NHL,19.0,868.0,4.0,8.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Essensa,0.0
1094,essenbo01,1997,EDM,NHL,16.0,825.0,6.0,6.0,1.0,0.0,35.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,Bob,Essensa,0.0
1095,essenbo01,1998,EDM,NHL,39.0,2091.0,12.0,14.0,6.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Essensa,0.0
1096,essenbo01,1999,PHO,NHL,30.0,1573.0,13.0,10.0,3.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Essensa,0.0
1097,essenbo01,2000,VAN,NHL,39.0,2059.0,18.0,12.0,3.0,1.0,92.0,2.0,122.0,0.0,2.0,0.0,0.0,6.0,Bob,Essensa,0.0
1098,essenbo01,2001,BUF,NHL,9.0,350.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Essensa,0.0
1101,exelbra01,1988,MTL,NHL,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Randy,Exelby,0.0
1102,exelbra01,1989,EDM,NHL,1.0,60.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Randy,Exelby,0.0
1103,fankhsc01,1999,ATL,NHL,16.0,920.0,2.0,11.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott,Fankhouser,0.0
1104,fankhsc01,2000,ATL,NHL,7.0,260.0,2.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scott,Fankhouser,0.0
1105,farrro01,1972,BUF,NHL,1.0,29.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rocky,Farr,0.0
1106,farrro01,1973,BUF,NHL,11.0,480.0,2.0,4.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rocky,Farr,0.0
1107,farrro01,1974,BUF,NHL,7.0,213.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rocky,Farr,0.0
1113,faveldo01,1972,PHI,NHL,44.0,2419.0,20.0,15.0,4.0,3.0,114.0,11.0,669.0,5.0,6.0,0.0,1.0,29.0,Doug,Favell,0.0
1114,faveldo01,1973,TOR,NHL,32.0,1752.0,14.0,7.0,9.0,0.0,79.0,3.0,181.0,0.0,3.0,0.0,0.0,10.0,Doug,Favell,0.0
1115,faveldo01,1974,TOR,NHL,39.0,2149.0,12.0,17.0,6.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug,Favell,0.0
1116,faveldo01,1975,TOR,NHL,3.0,160.0,0.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug,Favell,0.0
1117,faveldo01,1976,COR,NHL,30.0,1614.0,8.0,15.0,3.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug,Favell,0.0
1118,faveldo01,1977,COR,NHL,47.0,2663.0,13.0,20.0,11.0,1.0,159.0,2.0,120.0,0.0,2.0,0.0,0.0,6.0,Doug,Favell,0.0
1119,faveldo01,1978,COR,NHL,7.0,380.0,0.0,5.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doug,Favell,0.0
1120,fernama01,1994,DAL,NHL,1.0,59.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1121,fernama01,1995,DAL,NHL,5.0,249.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1122,fernama01,1997,DAL,NHL,2.0,69.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1123,fernama01,1998,DAL,NHL,1.0,60.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1124,fernama01,1999,DAL,NHL,24.0,1353.0,11.0,8.0,3.0,1.0,48.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,Manny,Fernandez,0.0
1125,fernama01,2000,MIN,NHL,42.0,2461.0,19.0,17.0,4.0,4.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1126,fernama01,2001,MIN,NHL,44.0,2463.0,12.0,24.0,5.0,1.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1127,fernama01,2002,MIN,NHL,35.0,1979.0,19.0,13.0,2.0,2.0,74.0,9.0,552.0,3.0,4.0,0.0,0.0,18.0,Manny,Fernandez,0.0
1128,fernama01,2003,MIN,NHL,37.0,2166.0,11.0,14.0,9.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1129,fernama01,2005,MIN,NHL,58.0,3411.0,30.0,18.0,7.0,1.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1130,fernama01,2006,MIN,NHL,44.0,2422.0,22.0,16.0,1.0,2.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1131,fernama01,2007,BOS,NHL,4.0,244.0,2.0,2.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1132,fernama01,2008,BOS,NHL,28.0,1644.0,16.0,8.0,3.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manny,Fernandez,0.0
1133,fichaer01,1995,NYI,NHL,24.0,1234.0,7.0,12.0,2.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric,Fichaud,0.0
1134,fichaer01,1996,NYI,NHL,34.0,1759.0,9.0,14.0,4.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric,Fichaud,0.0
1135,fichaer01,1997,NYI,NHL,17.0,807.0,3.0,8.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric,Fichaud,0.0
1136,fichaer01,1998,NAS,NHL,9.0,447.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric,Fichaud,0.0
1137,fichaer01,1999,CAR,NHL,9.0,490.0,3.0,5.0,1.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric,Fichaud,0.0
1138,fichaer01,2000,MTL,NHL,2.0,62.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric,Fichaud,0.0
1139,finlebr01,2002,NAS,NHL,1.0,47.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian,Finley,0.0
1140,finlebr01,2005,NAS,NHL,1.0,60.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian,Finley,0.0
1141,finlebr01,2006,BOS,NHL,2.0,59.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian,Finley,0.0
1142,fisetst01,1989,QUE,NHL,6.0,342.0,0.0,5.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephane,Fiset,0.0
1143,fisetst01,1990,QUE,NHL,3.0,186.0,0.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephane,Fiset,0.0
1144,fisetst01,1991,QUE,NHL,23.0,1133.0,7.0,10.0,2.0,1.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephane,Fiset,0.0
1145,fisetst01,1992,QUE,NHL,37.0,1939.0,18.0,9.0,4.0,0.0,110.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,Stephane,Fiset,0.0
1146,fisetst01,1993,QUE,NHL,50.0,2798.0,20.0,25.0,4.0,2.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephane,Fiset,0.0
1147,fisetst01,1994,QUE,NHL,32.0,1879.0,17.0,10.0,3.0,2.0,87.0,4.0,209.0,1.0,2.0,0.0,0.0,16.0,Stephane,Fiset,0.0
1148,fisetst01,1995,COL,NHL,37.0,2107.0,22.0,6.0,7.0,1.0,103.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Stephane,Fiset,0.0
1149,fisetst01,1996,LAK,NHL,44.0,2482.0,13.0,24.0,5.0,4.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephane,Fiset,0.0
1150,fisetst01,1997,LAK,NHL,60.0,3497.0,26.0,25.0,8.0,2.0,158.0,2.0,93.0,0.0,2.0,0.0,0.0,7.0,Stephane,Fiset,0.0
1151,fisetst01,1998,LAK,NHL,42.0,2403.0,18.0,21.0,1.0,3.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephane,Fiset,0.0
1152,fisetst01,1999,LAK,NHL,47.0,2592.0,20.0,15.0,7.0,1.0,119.0,4.0,200.0,0.0,3.0,0.0,0.0,10.0,Stephane,Fiset,0.0
1153,fisetst01,2000,LAK,NHL,7.0,318.0,3.0,0.0,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Stephane,Fiset,0.0
1154,fisetst01,2001,MTL,NHL,2.0,109.0,0.0,1.0,0.0,0.0,7.0,1.0,38.0,0.0,0.0,0.0,0.0,3.0,Stephane,Fiset,0.0
1155,fitzpma01,1988,LAK,NHL,17.0,957.0,6.0,7.0,3.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1156,fitzpma01,1988,NYI,NHL,11.0,627.0,3.0,5.0,2.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1157,fitzpma01,1989,NYI,NHL,47.0,2653.0,19.0,19.0,5.0,3.0,150.0,4.0,152.0,0.0,2.0,0.0,0.0,13.0,Mark,Fitzpatrick,0.0
1158,fitzpma01,1990,NYI,NHL,2.0,120.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1159,fitzpma01,1991,NYI,NHL,30.0,1743.0,11.0,13.0,5.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1160,fitzpma01,1992,NYI,NHL,39.0,2253.0,17.0,15.0,5.0,0.0,130.0,3.0,77.0,0.0,1.0,0.0,0.0,4.0,Mark,Fitzpatrick,0.0
1161,fitzpma01,1993,FLO,NHL,28.0,1603.0,12.0,8.0,6.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1162,fitzpma01,1994,FLO,NHL,15.0,819.0,6.0,7.0,2.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1163,fitzpma01,1995,FLO,NHL,34.0,1786.0,15.0,11.0,3.0,0.0,88.0,2.0,60.0,0.0,0.0,0.0,0.0,6.0,Mark,Fitzpatrick,0.0
1164,fitzpma01,1996,FLO,NHL,30.0,1680.0,8.0,9.0,9.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1165,fitzpma01,1997,FLO,NHL,12.0,640.0,2.0,7.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1166,fitzpma01,1997,TBL,NHL,34.0,1938.0,7.0,24.0,1.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1167,fitzpma01,1998,CHI,NHL,27.0,1403.0,6.0,8.0,6.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1168,fitzpma01,1999,CAR,NHL,3.0,107.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark,Fitzpatrick,0.0
1169,flahewa01,1991,SJS,NHL,3.0,178.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1170,flahewa01,1992,SJS,NHL,1.0,60.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1171,flahewa01,1994,SJS,NHL,18.0,852.0,5.0,6.0,1.0,1.0,44.0,7.0,377.0,2.0,3.0,0.0,0.0,31.0,Wade,Flaherty,0.0
1172,flahewa01,1995,SJS,NHL,24.0,1137.0,3.0,12.0,1.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1173,flahewa01,1996,SJS,NHL,7.0,359.0,2.0,4.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1174,flahewa01,1997,NYI,NHL,16.0,694.0,4.0,4.0,3.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1175,flahewa01,1998,NYI,NHL,20.0,1048.0,5.0,11.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1176,flahewa01,1999,NYI,NHL,4.0,182.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1177,flahewa01,2000,NYI,NHL,20.0,1017.0,6.0,10.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1178,flahewa01,2000,TBL,NHL,2.0,118.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1179,flahewa01,2001,FLO,NHL,4.0,245.0,2.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1180,flahewa01,2002,NAS,NHL,1.0,51.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wade,Flaherty,0.0
1181,fleurma01,2003,PIT,NHL,21.0,1154.0,4.0,14.0,2.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc-Andre,Fleury,0.0
1182,fleurma01,2005,PIT,NHL,50.0,2809.0,13.0,27.0,6.0,1.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc-Andre,Fleury,0.0
1183,fleurma01,2006,PIT,NHL,67.0,3905.0,40.0,16.0,9.0,5.0,184.0,5.0,287.0,1.0,4.0,0.0,0.0,18.0,Marc-Andre,Fleury,0.0
1184,fleurma01,2007,PIT,NHL,35.0,1857.0,19.0,10.0,2.0,4.0,72.0,20.0,1251.0,14.0,6.0,0.0,3.0,41.0,Marc-Andre,Fleury,0.0
1185,fleurma01,2008,PIT,NHL,62.0,3641.0,35.0,18.0,7.0,4.0,162.0,24.0,1447.0,16.0,8.0,0.0,0.0,63.0,Marc-Andre,Fleury,0.0
1186,fleurma01,2009,PIT,NHL,67.0,3798.0,37.0,21.0,6.0,1.0,168.0,13.0,798.0,7.0,6.0,0.0,1.0,37.0,Marc-Andre,Fleury,0.0
1187,fleurma01,2010,PIT,NHL,65.0,3695.0,36.0,20.0,5.0,3.0,143.0,7.0,405.0,3.0,4.0,0.0,1.0,17.0,Marc-Andre,Fleury,0.0
1201,fordbr01,1983,QUE,NHL,3.0,123.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian,Ford,0.0
1202,fordbr01,1984,PIT,NHL,8.0,457.0,2.0,6.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian,Ford,0.0
1203,fosteno01,1990,BOS,NHL,3.0,184.0,2.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm,Foster,0.0
1204,fosteno01,1991,EDM,NHL,10.0,439.0,5.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norm,Foster,0.0
1205,fountmi01,1996,VAN,NHL,6.0,245.0,2.0,2.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,Fountain,0.0
1206,fountmi01,1997,CAR,NHL,3.0,163.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,Fountain,0.0
1207,fountmi01,1999,OTT,NHL,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,Fountain,0.0
1208,fountmi01,2000,OTT,NHL,1.0,59.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike,Fountain,0.0
1230,frieska01,1986,NJD,NHL,4.0,130.0,0.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Karl,Friesen,0.0
1231,froesbo01,1982,PHI,NHL,25.0,1407.0,17.0,4.0,2.0,4.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Froese,0.0
1232,froesbo01,1983,PHI,NHL,48.0,2863.0,28.0,13.0,7.0,2.0,150.0,3.0,154.0,0.0,2.0,0.0,0.0,11.0,Bob,Froese,0.0
1233,froesbo01,1984,PHI,NHL,17.0,923.0,13.0,2.0,0.0,1.0,37.0,4.0,146.0,0.0,1.0,0.0,0.0,11.0,Bob,Froese,0.0
1234,froesbo01,1985,PHI,NHL,51.0,2728.0,31.0,10.0,3.0,5.0,116.0,5.0,293.0,2.0,3.0,0.0,0.0,15.0,Bob,Froese,0.0
1235,froesbo01,1986,PHI,NHL,3.0,180.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Froese,0.0
1236,froesbo01,1986,NYR,NHL,28.0,1474.0,14.0,11.0,0.0,0.0,92.0,4.0,165.0,1.0,1.0,0.0,0.0,10.0,Bob,Froese,0.0
1237,froesbo01,1987,NYR,NHL,25.0,1443.0,8.0,11.0,3.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Froese,0.0
1238,froesbo01,1988,NYR,NHL,30.0,1621.0,9.0,14.0,4.0,1.0,102.0,2.0,72.0,0.0,2.0,0.0,0.0,8.0,Bob,Froese,0.0
1239,froesbo01,1989,NYR,NHL,15.0,812.0,5.0,7.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bob,Froese,0.0
1240,fuhrgr01,1981,EDM,NHL,48.0,2847.0,28.0,5.0,14.0,0.0,157.0,5.0,309.0,2.0,3.0,0.0,0.0,26.0,Grant,Fuhr,1.0
1241,fuhrgr01,1982,EDM,NHL,32.0,1803.0,13.0,12.0,5.0,0.0,129.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,Grant,Fuhr,1.0
1242,fuhrgr01,1983,EDM,NHL,45.0,2625.0,30.0,10.0,4.0,1.0,171.0,16.0,883.0,11.0,4.0,0.0,1.0,44.0,Grant,Fuhr,1.0
1243,fuhrgr01,1984,EDM,NHL,46.0,2559.0,26.0,8.0,7.0,1.0,165.0,18.0,1064.0,15.0,3.0,0.0,0.0,55.0,Grant,Fuhr,1.0
1244,fuhrgr01,1985,EDM,NHL,40.0,2184.0,29.0,8.0,0.0,0.0,143.0,9.0,541.0,5.0,4.0,0.0,0.0,28.0,Grant,Fuhr,1.0
1245,fuhrgr01,1986,EDM,NHL,44.0,2388.0,22.0,13.0,3.0,0.0,137.0,19.0,1148.0,14.0,5.0,0.0,0.0,47.0,Grant,Fuhr,1.0
1246,fuhrgr01,1987,EDM,NHL,75.0,4304.0,40.0,24.0,9.0,4.0,246.0,19.0,1136.0,16.0,2.0,0.0,0.0,55.0,Grant,Fuhr,1.0
1247,fuhrgr01,1988,EDM,NHL,59.0,3341.0,23.0,26.0,6.0,1.0,213.0,7.0,417.0,3.0,4.0,0.0,1.0,24.0,Grant,Fuhr,1.0
1248,fuhrgr01,1989,EDM,NHL,21.0,1081.0,9.0,7.0,3.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant,Fuhr,1.0
1249,fuhrgr01,1990,EDM,NHL,13.0,778.0,6.0,4.0,3.0,1.0,39.0,17.0,1019.0,8.0,7.0,0.0,0.0,51.0,Grant,Fuhr,1.0
1250,fuhrgr01,1991,TOR,NHL,66.0,3774.0,25.0,33.0,5.0,2.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant,Fuhr,1.0
1251,fuhrgr01,1992,TOR,NHL,29.0,1665.0,13.0,9.0,4.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant,Fuhr,1.0
1252,fuhrgr01,1992,BUF,NHL,29.0,1694.0,11.0,15.0,2.0,0.0,98.0,8.0,474.0,3.0,4.0,0.0,1.0,27.0,Grant,Fuhr,1.0
1253,fuhrgr01,1993,BUF,NHL,32.0,1726.0,13.0,12.0,3.0,2.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant,Fuhr,1.0
1254,fuhrgr01,1994,BUF,NHL,3.0,180.0,1.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant,Fuhr,1.0
1255,fuhrgr01,1994,LAK,NHL,14.0,698.0,1.0,7.0,3.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant,Fuhr,1.0
1256,fuhrgr01,1995,STL,NHL,79.0,4365.0,30.0,28.0,16.0,3.0,209.0,2.0,69.0,1.0,0.0,0.0,0.0,1.0,Grant,Fuhr,1.0
1257,fuhrgr01,1996,STL,NHL,73.0,4261.0,33.0,27.0,11.0,3.0,193.0,6.0,357.0,2.0,4.0,0.0,2.0,13.0,Grant,Fuhr,1.0
1258,fuhrgr01,1997,STL,NHL,58.0,3274.0,29.0,21.0,6.0,3.0,138.0,10.0,616.0,6.0,4.0,0.0,0.0,28.0,Grant,Fuhr,1.0
1259,fuhrgr01,1998,STL,NHL,39.0,2193.0,16.0,11.0,8.0,2.0,89.0,13.0,790.0,6.0,6.0,0.0,1.0,31.0,Grant,Fuhr,1.0
1260,fuhrgr01,1999,CAL,NHL,23.0,1205.0,5.0,13.0,2.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grant,Fuhr,1.0
1261,fukufyu01,2006,LAK,NHL,4.0,96.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yutaka,Fukufuji,0.0
1262,gagejo02,1994,EDM,NHL,2.0,99.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joaquin,Gage,0.0
1263,gagejo02,1995,EDM,NHL,16.0,717.0,2.0,8.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joaquin,Gage,0.0
1264,gagejo02,2000,EDM,NHL,5.0,260.0,2.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joaquin,Gage,0.0
1265,gagnoda01,1990,DET,NHL,2.0,35.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David,Gagnon,0.0
1277,gambltr01,1986,VAN,NHL,1.0,60.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Troy,Gamble,0.0
1278,gambltr01,1988,VAN,NHL,5.0,302.0,2.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Troy,Gamble,0.0
1279,gambltr01,1990,VAN,NHL,47.0,2433.0,16.0,16.0,6.0,1.0,140.0,4.0,249.0,1.0,3.0,0.0,0.0,16.0,Troy,Gamble,0.0
1280,gambltr01,1991,VAN,NHL,19.0,1009.0,4.0,9.0,3.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Troy,Gamble,0.0
1302,garnemi01,2005,ATL,NHL,24.0,1271.0,10.0,7.0,4.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael,Garnett,0.0
1303,garnety01,1998,CAL,NHL,3.0,139.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyrone,Garner,0.0
1304,garonma01,2000,MTL,NHL,11.0,589.0,4.0,5.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathieu,Garon,0.0
1305,garonma01,2001,MTL,NHL,5.0,261.0,1.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathieu,Garon,0.0
